filename	event_labels
-Jy1RH9XZz0_60_70	Chainsaw
-K0d5Z6IwOM_60_70	Speech,Car
-K232jBK8VQ_30_40	Speech,Car
-K3Mzaa_3Uc_30_40	Speech,Violin_fiddle
-K4YNOAqf9E_30_40	Speech,Cat
-K5U5oaUi5g_22_32	Speech,Car
-KA76yUSK44_240_250	Cello,Violin_fiddle
-KDGyomc3yE_30_40	Clapping
-KECxvZZHYg_30_40	Helicopter
-KElVp2r03E_530_540	Speech,Basketball_bounce
-KFCJ7ydu2E_0_10	Speech,Motorcycle
-KHvX9DRff8_30_40	Speech,Car
-KLW2hzj2qM_20_30	Speech,Car
-KNbjkvO-9c_30_40	Speech,Dog
-KQMLtZnImo_30_40	Speech,Car
-KSY6W9_TrI_30_40	Speech,Car
-KTh-902ahg_270_280	Accordion
-KUPbirUbM4_30_40	Acoustic_guitar,Speech
-KWCA1xtWMw_30_40	Accordion
-KWDiAKKK30_30_40	Speech,Chainsaw
-KWoQzfEzok_90_100	Chainsaw
-KXci66nI8w_70_80	Speech,Dog
-KaOz5XTuy0_30_40	Speech,Car
-KbQm2-3C4k_29_39	Speech,Dog
-Kbf1EHXmBU_30_40	Speech,Car
-Kbkm98_UmU_30_40	Acoustic_guitar,Speech
-KdcpwL9psc_10_20	Motorcycle
-KmDAgYb0Uo_100_110	Motorcycle
-KmqagJg6lM_30_40	Speech,Cheering
-KupNr9LL5k_30_40	Speech,Dog
-KzxgiAvQNg_0_10	Speech,Basketball_bounce
-L-J0sOJrRo_30_40	Speech,Car
-L0uWbmnEu4_310_320	Lawn_mower
-L5jJ0Lj1ck_29_39	Speech,Car
-L6q5gBLLb4_30_40	Speech,Car
-LA1MkhA9ys_30_40	Speech,Car
-LFldjDb0P4_90_100	Speech,Car
-LHuWOV36cA_10_20	Speech,Chicken_rooster
-LKvu9q54f0_0_10	Speech,Dog,Cat
-LPVt4gsZZU_30_40	Speech,Car
-LQtBxP9SDs_380_390	Basketball_bounce
-LQuCzisPK0_40_50	Banjo
-LRLKOYufh8_30_40	Speech,Car
-LRbtvAjy2w_18_28	Speech,Car
-LS-JevBX3E_30_40	Cat
-LV-sMKbKsQ_30_40	Speech,Car
-LW_U-S9xFo_30_40	Cello
-LX3rBEYBfg_150_160	Chicken_rooster
-L_C8kqM28k_30_40	Speech,Car
-L_xGAyM_Qw_60_70	Chicken_rooster
-La3lmVXe3M_6_16	Baby_cry_infant_cry
-LaEoF4j1Rk_30_40	Speech,Car
-LbiadrZ7OQ_30_40	Speech,Baby_cry_infant_cry
-LcufoVXoyw_17_27	Speech,Chicken_rooster
-LftO8M7OFI_30_40	Speech,Car
-LgIM3tdojI_30_40	Speech,Dog
-Lid8aDC01I_30_40	Chainsaw
-LiowHueB7Q_10_20	Speech,Car
-LjJL9IbN0Q_20_30	Speech,Car
-Llp_g969Rs_10_20	Speech,Car
-Ln9HQ6lLtI_50_60	Cat
-LnO0gwFvTU_30_40	Accordion
-Lu9YICHnBI_30_40	Speech,Car
-M1_9lFdDJc_250_260	Helicopter
-M2yiAOGEVw_10_20	Speech,Car
-M4h78e4EOY_30_40	Speech,Car
-M59HNYvHfs_20_30	Speech,Helicopter
-M6XpnB0pEg_12_22	Acoustic_guitar,Speech
-M88hG5X8fQ_10_20	Fire_alarm
-MAOwvbL-XY_250_260	Speech,Car
-MBK7t1sbXk_280_290	Helicopter
-MBivbS4-m8_10_20	Speech,Cheering
-MC5vo1LCfU_460_470	Speech,Car
-MDz2feRmOU_10_20	Cheering
-MEngSAVFtA_60_70	Speech,Singing
-MGLODOozpU_30_40	Cat
-MJMfVFvtSE_14_24	Speech,Dog
-MLUvNEPuz4_28_38	Speech,Dog
-MM1Sy8Pik4_10_20	Speech,Car
-MMZGpA0JaE_29_39	Speech,Dog
-MNfXbbmfFA_7_17	Speech,Car
-MPEikMkoLA_30_40	Acoustic_guitar,Speech
-MTGK7EGS5A_30_40	Acoustic_guitar,Speech
-MV3EUQLBSg_190_200	Speech,Telephone_bell_ringing
-MWq6HyatDI_30_40	Speech,Car
-Ma1dvF26P8_21_31	Speech,Car
-MdlC55a6iQ_30_40	Acoustic_guitar,Speech
-MfCgjNUMpY_20_30	Speech,Car
-MfdheNNoKU_20_30	Speech,Basketball_bounce
-Mlc964pR98_19_29	Speech,Car
-MobtxIiE20_0_7	Speech,Dog
-MptpziKtXY_20_30	Banjo
-Mqx2ArUbNY_30_40	Speech,Car
-Mu6SF2fxnE_30_40	Speech,Cat
-MuRp8i94CQ_350_360	Helicopter
-MvNs-yc7-8_30_40	Speech,Chicken_rooster
-Mvkc9TSOL8_30_40	Speech,Dog
-MwY3HhnYVY_40_50	Chainsaw
-MxK8DHwy3w_30_40	Speech,Dog
-N-OFB5huMI_30_40	Speech,Car
-N2-lx8ToAY_0_8	Speech,Cat
-N2reaP4SoI_30_40	Speech,Acoustic_guitar
-N3-RZZRRfo_260_270	Basketball_bounce
-N9BMANnB4Q_30_40	Speech,Dog
-N9hZnmivMM_30_40	Speech,Car
-NBRp5qsrYQ_21_31	Speech,Car
-NDKWUJ16B4_90_100	Motorcycle
-NDq8aSHsTU_30_40	Speech,Car
-NEAWkNvWvs_170_180	Vacuum_cleaner
-NGqseD047E_30_40	Acoustic_guitar,Speech
-NNyMfhQqHg_30_40	Speech,Violin_fiddle
-NPu34as_OY_7_17	Cat
-NSGTwHl3kc_210_220	Speech,Dog
-NTah9ftdoc_30_40	Helicopter
-N_0yhNWzKc_11_21	Speech,Car
-N_AnLdYCzA_9_19	Speech,Car
-N_vl1d7TFA_30_40	Cat
-NeZMoludNo_30_40	Chicken_rooster
-NiES6AYuIk_30_40	Speech,Car
-Nis-cumBYc_250_260	Speech,Car
-Nku2Rts9wE_10_20	Cheering
-Nkwof_YdnI_100_110	Speech,Dog
-NmKNGjcERA_80_90	Chainsaw
-NrpfrEGq5w_40_50	Speech,Cat
-NsC63dA01g_10_20	Speech,Cat
-NsCNnryC9c_21_31	Speech,Dog
-NtQYNr2qHA_30_40	Cheering
-Nv4YKl4AIc_30_40	Cheering
-NvSFQGFI0k_20_30	Cheering
-NvxauiTy5s_30_40	Speech,Violin_fiddle
-O-hrOysYp4_70_80	Speech,Singing
-O16erHnEJQ_20_30	Cello
-O3DGJStrJU_0_10	Cheering
-O3QPvrj6c0_30_40	Speech,Car
-O3ZH25V_PA_20_30	Chicken_rooster
-O5cvwVpbX0_30_40	Speech,Dog
-O9YjDNdcQo_30_40	Cat
-OEC0OrLCQ8_170_180	Acoustic_guitar,Singing
-OIY3tRRGwg_10_20	Baby_cry_infant_cry
-OIqagDLIqw_30_40	Speech,Car
-OJKZqB90j4_20_30	Cheering
-OMdnou20dc_30_40	Vacuum_cleaner
-ORJt2euEjY_30_40	Cello
-OS7Uno2iCE_30_40	Speech,Car
-OUTdQmnnIU_30_40	Chainsaw
-OVRZh6TZbI_30_40	Speech,Car
-OXPUjHmuoM_3_13	Speech,Car
-OZ8HOXUNBc_16_26	Speech,Car
-OcrER5-y5E_4_14	Speech,Car
-OirxHi9QDI_40_50	Speech,Car
-OsJD76IoWU_30_40	Cello
-OsJueG9qQs_30_40	Speech,Violin_fiddle
-Owu1H-JG9w_410_420	Frying_(food)
-OzjUXkvpPc_30_40	Speech,Car
-P-2hDG5kKk_10_20	Speech,Car
-P2pM7Iz1aw_30_40	Accordion
-P6i34OSooI_130_140	Acoustic_guitar,Speech
-P6nEMyReaE_30_40	Dog,Singing
-P7iW3WzNfc_400_410	Motorcycle
-P9pl9hmRhg_30_40	Helicopter
-PB3rA4ycmo_30_40	Speech,Dog
-PBTv-f6Tl8_17_27	Cat
-PDF7ZqeHFo_30_40	Speech,Car
-PElziHvJ3U_30_40	Speech,Dog
-PK81pz3534_30_40	Cat
-PNqdzaF-wI_30_40	Speech,Baby_cry_infant_cry
-PRq42dUeYM_30_40	Speech,Car
-PSaV4oEVCg_30_40	Speech,Car
-PVOPc31MCY_20_30	Cheering
-PXo5M-4m2I_70_80	Speech,Singing
-PaEEZbxWlw_10_20	Cheering
-PctebHxtNs_12_22	Speech,Car
-Pe_ldZ6SQQ_30_40	Acoustic_guitar,Speech
-PfTYmixaVM_170_180	Frying_(food)
-PhXIkerzaM_10_20	Speech,Car
-PiosLMNwDc_70_80	Chainsaw
-PkSZ5IE-58_80_90	Cello
-PlB42ENH3A_30_40	Cello
-PljzzluWNw_30_40	Banjo,Violin_fiddle
-PooBoMCVGQ_13_23	Speech,Car
-PtFBEjE9xM_250_260	Lawn_mower
-PuWjo7dpww_20_30	Speech,Dog
-Pv79rnuz_8_30_40	Speech,Car
-PwVEgxGy9U_230_240	Cello
-Pxb9UCVDTg_360_370	Speech,Chicken_rooster
-Q2IoqAyH4A_0_10	Speech,Car
-Q5UypAMj3E_14_24	Speech,Car
-Q71aWU_p-Q_16_26	Speech,Dog
-Q7dmNjHyyI_70_80	Motorcycle
-Q9NmDB0c4s_350_360	Chicken_rooster
-Q9oG2E3ISI_30_40	Speech,Car
-QBQ_bJ949A_30_40	Speech,Car
-QCh8luHaBI_180_190	Speech,Banjo
-QDkHHg5U2s_120_130	Motorcycle
-QG_csJZRpw_30_40	Speech,Car
-QGcQtV1Yes_4_14	Speech,Car
-QGkPELJRpY_30_40	Acoustic_guitar,Speech
-QHC5Gg5jOM_0_10	Speech,Basketball_bounce
-QHd71-_3G8_30_40	Violin_fiddle,Cello
-QLVaFhvfuo_300_310	Speech,Car
-QM0Y0v8F7A_30_40	Speech,Accordion
-QMAKXzIGx4_10_20	Motorcycle
-QR3VA9idqE_30_40	Speech,Dog
-QUekc3RWOI_20_30	Speech,Dog
-QVMgdKknbc_270_280	Cello
-QVqh513RxQ_15_25	Speech,Dog
-QWW4GPZYuU_30_40	Accordion
-QdXSifXRZQ_200_210	Speech,Car
-QeCr3GkdZ8_30_40	Speech,Violin_fiddle
-Qi1kJ3wjUM_130_140	Chicken_rooster
-Qk7I7HNvbU_28_38	Speech,Car
-QkMrwb8dZY_30_40	Chicken_rooster
-Qkeiyhg2zE_30_40	Speech,Dog
-QoNwLksG-o_30_40	Acoustic_guitar,Speech
-Qs4qdCKnbk_30_40	Acoustic_guitar,Speech
-QsWIB_b6Zo_30_40	Speech,Dog
-QtptsOvDDs_15_25	Speech,Baby_cry_infant_cry
-Qu_qoBYg-8_0_6	Chicken_rooster
-QwPvZdumeM_60_70	Speech,Singing
-QxvKc9neDA_0_10	Lawn_mower
-QytNYW4oRY_100_110	Speech,Car
-Qz-VIJvOhc_30_40	Cello
-R0H-F4VZrI_0_10	Cheering
-R3tXleqiFs_30_40	Cello
-R63vPG2h6I_30_40	Speech,Dog
-R69Fa-mCaY_20_30	Chainsaw
-RD0aTeWg14_170_180	Banjo
-RE5PoXruHk_30_40	Speech,Dog
-RG9KMGaxpY_30_40	Banjo
-RIXNh-i88E_30_40	Frying_(food)
-RK6tZ08-I8_0_10	Speech,Car
-RKHhUJAheU_2_12	Speech,Car
-RLMMpPb3q0_30_40	Speech,Dog
-RM37xHq7pI_30_40	Chicken_rooster
-RNbb1ZTu8Y_30_40	Chainsaw
-RNy3w_NVa0_10_20	Speech,Car
-ROt2go3ALY_10_20	Lawn_mower
-RP1-cUHLT8_22_32	Cat
-RPIKZn47yg_30_40	Clapping
-RQlIoBFZPY_30_40	Acoustic_guitar,Speech
-RRCnBd5Qak_470_480	Violin_fiddle,Cello
-RYQN6bHb-E_40_50	Basketball_bounce
-RYohImcoQ0_170_180	Violin_fiddle,Cello
-R_uYwNKTBg_50_60	Speech,Dog
-RdJHmQRQBc_0_10	Cat
-RmBbZuxWmg_30_40	Banjo
-RpR9wbPV4Q_26_36	Chicken_rooster
-RrfGY9qt3o_30_40	Speech,Car
-RxEnTIkwzA_30_40	Speech,Dog
-Ry1YNVPPCM_9_19	Speech,Dog
-S-5z2vYtxw_10_20	Motorcycle
-S2DIGqSEx4_30_40	Speech,Car
-S4ApBVg1pI_340_350	Cheering
-S4JqPmUIlc_30_40	Speech,Car
-S4jm_6mb3s_4_14	Speech,Dog
-SC5kOxux4g_20_30	Acoustic_guitar,Singing
-SChMQzqcLg_30_40	Speech,Car
-SDds0E7bXg_30_40	Speech,Dog
-SEyhNDF5JE_70_80	Speech,Car
-SJSj5G3aPs_120_130	Speech,Car
-SJhceZKhs8_150_160	Lawn_mower
-SKnbdKeajU_7_17	Lawn_mower
-SLXH7trfOk_30_40	Speech,Car
-SPJdjO9Swg_220_230	Speech,Car
-SPr6nTlav0_170_180	Speech,Vacuum_cleaner
-SRLnoVTzK0_11_21	Speech,Cat
-SVi2CzaLD0_30_40	Speech,Car
-SWS4Cx4UJc_0_9	Chicken_rooster
-SYgILEj6kc_30_40	Speech,Dog
-SYsN5ElIeM_30_40	Acoustic_guitar,Speech
-SZ9Iae3KZc_280_290	Accordion
-SaXWK7aae0_30_40	Helicopter
-SdAy1I4yMA_160_170	Accordion
-SdFIkUuXpA_0_10	Speech,Car
-SgK-t40AoY_40_50	Chainsaw
-SixfiSgC0c_30_40	Speech,Car
-SjIFQgKvKk_30_40	Acoustic_guitar,Speech
-SkaeD74V8Y_30_40	Helicopter
-SkjbQVgJ0M_30_40	Speech,Car
-Sn0nIwRovI_30_40	Speech,Car
-SnXeLcvG6U_30_40	Clapping
-Sp4s3PARtY_20_30	Speech,Singing
-SsEgXy5WnU_310_320	Speech,Car
-SsSMcvFhsU_70_80	Speech,Car
-SuEOOhyRKs_30_40	Speech,Dog
-Sw7a_8zJhE_12_22	Speech,Helicopter
-T1Jan8xzhI_160_170	Speech,Cheering
-T5KPWf0llU_110_120	Speech,Blender
-T6cHtLJTrM_30_40	Speech,Car
-T7P_qmXdaU_10_20	Speech,Motorcycle
-T7wZVWM9tw_16_26	Speech,Dog
-T8KHGUbjFY_80_90	Accordion
-T8RSS2FSDw_30_40	Speech,Dog
-T8cE60OKHQ_30_40	Banjo
-TA5SZlnn50_30_40	Speech,Car
-TD9DSEgRj4_150_160	Frying_(food)
-TDFN55_EBE_27_37	Speech,Car
-THAle97hqM_12_22	Speech,Car
-TJnof-5yI0_40_50	Speech,Car
-TOKz6Y7fYc_4_14	Speech,Cheering
-TP5hKGx0Ds_30_40	Speech,Car
-TPlUnvSrc0_20_30	Cello
-TTcke2oROM_6_16	Chicken_rooster
-TTqpLD26Gs_30_40	Speech,Dog
-TUw3e4RPdg_30_40	Speech,Accordion
-TXg5WJ7pfM_0_10	Speech,Chicken_rooster
-TYGdSo47xo_30_40	Cat
-T_uw2LeDWU_70_80	Speech,Baby_laughter
-Ta0-Qjhf9c_30_40	Speech,Violin_fiddle
-Tcqs4jcB90_130_140	Speech,Car
-Tea8DpWZQM_13_23	Speech,Singing
-TgSr3vJn3M_10_20	Speech,Dog
-TjnYmEEz4o_30_40	Cat
-Tk1VL5U7PI_170_180	Speech,Basketball_bounce
-Tm4SYvYEYc_0_10	Speech,Cheering
-TpAV_kYHhk_19_29	Speech,Car
-TpLhIFdq_k_220_230	Cello
-TrHaer4Mg0_40_50	Speech,Vacuum_cleaner
-TtLIiEM5Dc_30_40	Speech,Car
-TtvWD2EeL4_30_40	Cat
-TzfEVkq_W0_180_190	Speech,Basketball_bounce
-U1x6pI9z_8_170_180	Speech,Car
-U3oyhpebSs_50_60	Chicken_rooster
-U7-HXe1clg_10_20	Speech,Cat
-UABKvuyAvA_50_60	Speech,Dog
-UFT7j9nmEc_30_40	Acoustic_guitar,Speech
-UFUgHnHzcU_0_10	Speech,Lawn_mower
-US2mpJxbj4_30_40	Motorcycle
-US7xnb1Lrw_0_10	Speech,Fire_alarm
-UWhZ6zogMI_6_16	Speech,Car
-UYecGJqgBg_30_40	Speech,Violin_fiddle
-U_U5OMIkKI_100_110	Cheering
-UbFLKplzbE_30_40	Chainsaw
-UcCryhiyxc_80_90	Motorcycle
-UcD8NKki04_30_40	Acoustic_guitar,Speech
-UfsDQi742A_30_40	Speech,Dog
-Ug-2wnKYBo_30_40	Speech,Dog
-Ui1SlRt25M_30_40	Speech,Helicopter
-Ui7_Mowl6I_30_40	Chainsaw
-UjHThfWx_o_30_40	Lawn_mower
-UkPnvR8cf4_30_40	Acoustic_guitar,Speech
-UkhSrp5__s_30_40	Speech,Car
-UlvMQaJqZc_30_40	Speech,Dog
-UmZX7NpFB0_150_160	Chicken_rooster
-UmdTmFZMno_20_30	Speech,Motorcycle
-Undn-LpAG4_30_40	Speech,Car
-UoTV5by38k_50_60	Helicopter
-Upft0vwjoI_480_490	Acoustic_guitar,Speech
-UqZzgnubSs_250_260	Speech,Chicken_rooster
-UubaEEMA4Q_30_40	Speech,Dog
-V-3H5lOA2k_30_40	Lawn_mower
-V2kHoPX7Hg_25_35	Speech,Dog
-V2t-Yt1_-0_30_40	Speech,Car
-V3-xinR01o_30_40	Speech,Car
-VDtEHmms0A_30_40	Speech,Dog
-VE7J8UFWgs_30_40	Speech,Car
-VMDgIjlALE_10_20	Cheering
-VNDUHv7Iqo_140_150	Speech,Car
-VO-C9C0uqY_1_11	Speech,Motorcycle
-VQjiASArGM_260_270	Speech,Car
-VTAtBy_jiI_40_50	Helicopter
-VTi-3ntkQ8_130_140	Speech,Motorcycle
-VVtr6dkM8I_30_40	Acoustic_guitar,Speech
-V_mZVWtbXU_30_40	Speech,Dog
-VbFwcNnhgM_10_20	Motorcycle
-Vbg01OcjRE_460_470	Motorcycle
-VgWPDK2lSo_350_360	Speech,Singing
-Vi2oRe-3qo_16_26	Cat
-Vu8x7fsYRk_30_40	Banjo
-VxOa2lmTuI_30_40	Speech,Cheering
-Vy-Lzs9Jk0_17_27	Lawn_mower
-VyEfhE452s_30_40	Speech,Violin_fiddle
-W-_w_e3YZo_30_40	Speech,Car
-W1YZ238CgQ_16_26	Acoustic_guitar,Speech
-W3z8vTg2ko_5_15	Cat
-W4EC8noDuw_230_240	Banjo,Singing
-W5c6CeUMPE_40_50	Accordion
-W6HI1gOfwQ_30_40	Speech,Violin_fiddle
-W7fVjhTeeA_30_40	Speech,Cat
-W9N8xqohLA_80_90	Cat
-WB-KjogFIs_50_60	Speech,Car
-WDb-OvFoyA_30_40	Acoustic_guitar,Speech
-WE3eMj91tI_19_29	Speech,Cat
-WFcBNcMBMQ_30_40	Speech,Car
-WFehY9Phuk_30_40	Vacuum_cleaner
-WG1pNX3cE0_30_40	Speech,Car
-WGsUNcvL64_0_10	Vacuum_cleaner
-WHzAlSrgxk_300_310	Acoustic_guitar,Singing
-WK3vyGaoGc_25_35	Speech,Car
-WKWepYP3Qc_28_38	Acoustic_guitar,Speech
-WLRjXKpmpg_40_50	Helicopter
-WMbOgZYLAQ_70_80	Helicopter
-WMvoAE4vho_30_40	Acoustic_guitar,Speech
-WOcO4B-Jis_70_80	Speech,Motorcycle
-WPI0qzLuo8_70_80	Cat
-WRKnz5kT7g_30_40	Speech,Car
-WVo3fQ9jHs_30_40	Speech,Car
-WXySK3eTEg_30_40	Speech,Car
-Wa5x1s7rOQ_20_30	Speech,Car
-Wa9Ub9UK7o_310_320	Motorcycle
-WcjGzWVqNU_120_130	Speech,Basketball_bounce
-Wd5YV97ftU_320_330	Car,Speech
-WdIUpjmZDM_30_40	Speech,Car
-WdkcnBlGhE_30_40	Speech,Violin_fiddle
-Wezn8z4Jm0_80_90	Violin_fiddle,Cello
-WfWaizcFQs_18_28	Speech,Cat
-WgGU2KpMQc_30_40	Speech,Dog
-WixpONKM1A_110_120	Violin_fiddle,Cello
-WkTPH_MY2E_0_10	Speech,Motorcycle
-WmWjO2TYsc_26_36	Speech,Car
-Wr1LEmgz9w_0_10	Helicopter
-Wu_doOOcwo_30_40	Cello
-Ww0WfVNlic_30_40	Cheering
-WwAxd-BBrs_0_10	Motorcycle
-Wx6_Fusbuo_4_14	Speech,Car
-WyUAnVpexc_30_40	Helicopter
-Wzd5HRsLXk_30_40	Speech,Singing
-X3LPbjmpEM_140_150	Cello
-X4IN3lxjWk_10_20	Chainsaw
-X6crXGR_dE_60_70	Speech,Car
-X6iqK-4Uo0_30_40	Speech,Car
-X6mQMaX798_16_26	Speech,Car
-X9-uMs6Weo_30_40	Speech,Car
-XA8dzh89zk_350_360	Speech,Singing
-XGsWplBxsk_14_24	Speech,Car
-XHRAtDKEOg_30_40	Acoustic_guitar,Speech
-XIpY07w9rQ_60_70	Speech,Helicopter
-XLzWTb3sUg_30_40	Speech,Dog
-XM8YBIpGbU_20_30	Cat
-XQGRj-iuRk_30_40	Speech,Cat
-XU_IcknTlw_10_20	Chainsaw
-XVu2GZypIY_21_31	Chainsaw
-XW7n5RLvxY_20_30	Cheering
-XXv15YKBnk_30_40	Speech,Dog
-XZsrkx1QTg_100_110	Speech,Dog
-X_VK8pCmkQ_30_40	Speech,Car
-Xa-AmWQ71E_30_40	Cat
-Xdht0zhspk_30_40	Speech,Dog
-XeKJXhhZTI_210_220	Speech,Basketball_bounce
-Xfel4L0Nxw_6_16	Speech,Dog
-XfvavqoXjM_130_140	Chicken_rooster
-XhqRIAN9Ko_28_38	Motorcycle
-XjE-exFtGM_30_40	Speech,Car
-XmPYw00TOM_30_40	Acoustic_guitar,Speech
-XoATxJ-Qcg_220_230	Speech,Motorcycle
-XqQxjSAFXc_10_20	Speech,Chicken_rooster
-Xr7HusAEvY_100_110	Banjo
-XsLiI8eRNo_30_40	Speech,Car
-XtQaVNpXQE_80_90	Speech,Cheering
-XuefwBvgi4_30_40	Speech,Violin_fiddle
-XzbiBR_ycU_30_40	Speech,Car
-XzwvpFFQA4_10_20	Speech,Car
-Y-PzecYdo4_20_30	Speech,Singing
-Y1n_bSOPQk_180_190	Helicopter
-Y2y54AN6ZQ_20_30	Chicken_rooster
-Y5jtlcIiw0_30_40	Speech,Car
-YAyjUL7_xo_200_210	Frying_(food)
-YC4gKks1gY_2_12	Speech,Car
-YD4QvOyC9k_50_60	Speech,Motorcycle
-YDgnw597_g_30_40	Clapping
-YGQpDVr6IA_8_18	Cat
-YGmBWcc4CI_90_100	Speech,Car
-YHOE9T--cg_30_40	Speech,Car
-YIdD6Zwi_M_350_360	Speech,Car
-YMC9Xpxia4_30_40	Cello
-YOjIgYspsY_30_40	Cheering
-YPLUYrPlD4_30_40	Speech,Cat
-YRJHtktT1g_170_180	Car,Speech
-Y_g5s2w53E_22_32	Cat
-Y_nk4zvKjA_30_40	Acoustic_guitar,Speech
-YdA0svN78E_30_40	Speech,Car
-Yhxm76eRuk_10_20	Speech,Car
-YiDD5ubwZs_200_210	Chicken_rooster
-YkMiYqlnfI_270_280	Motorcycle
-YlcPX-EEi0_30_40	Speech,Car
-YpovYcGB4I_12_22	Cat
-Yr66H8rlAU_280_290	Speech,Car
-YrHQ9UYfuY_0_10	Cello
-YsThxEc4og_30_40	Acoustic_guitar,Speech
-Ysq1TqIuds_30_40	Speech,Dog
-YuMRho9cuU_30_40	Acoustic_guitar,Speech
-YvRkExyrD4_110_120	Speech,Car
-Yvkt1IxWek_30_40	Motorcycle
-YvvpxAbIII_270_280	Speech,Baby_laughter
-YwRCVUPZZk_30_40	Chicken_rooster
-Z0da8sXy8s_30_40	Cello
-Z0yjRccfSY_17_27	Speech,Dog
-Z2JSzfsMZk_50_60	Speech,Car
-Z2jaqldYek_50_60	Cheering
-Z5IUB3it7Q_190_200	Lawn_mower
-Z7dF0FfZTQ_30_40	Acoustic_guitar,Speech
-ZDa0LO4cP8_30_40	Speech,Dog
-ZEamy4EmwA_30_40	Speech,Cheering
-ZFt9Uzz6Bc_410_420	Frying_(food)
-ZHQ5Qd356A_30_40	Speech,Car
-ZJQe8UcxGc_570_580	Speech,Car
-ZJqu_4zLMc_30_40	Cat,Speech
-ZKCIk5jfE0_30_40	Speech,Dog
-ZKJQA4Cmto_30_40	Speech,Lawn_mower
-ZLgW6Td5S0_30_40	Speech,Car
-ZMb-QiqDJY_30_40	Cello
-ZMkhzPe0pI_20_30	Speech,Chicken_rooster
-ZQXEQp3awU_30_40	Speech,Car
-ZV0E0GucqQ_30_40	Speech,Motorcycle
-ZWgW2EKKEg_100_110	Cheering
-ZX2eVqQizI_460_470	Violin_fiddle,Cello
-ZYswB6kWyo_30_40	Acoustic_guitar,Speech
-ZZSF1iJAcs_140_150	Cat
-ZapunerJsQ_140_150	Speech,Baby_laughter
-ZiYgIPLCrA_30_40	Lawn_mower
-ZjtUhLYB3w_70_80	Speech,Car
-ZkNKo9mEFI_20_30	Chainsaw
-ZlAOdCpOsw_260_270	Violin_fiddle,Cello
-ZmQvZm5RoE_30_40	Speech,Car
-ZnWD59IV4s_330_340	Cello
-ZsCvgVDoh4_30_40	Speech,Car
-ZsmEFtaXQM_130_140	Frying_(food)
-ZvMC32TAj0_220_230	Lawn_mower
-Zy6BA2R5nw_30_40	Cheering
-ZzbOABHUz4_0_10	Speech,Car
-_3K18qI0YA_30_40	Speech,Car
-_61P1ks7JU_30_40	Acoustic_guitar,Speech
-_66y54N81I_100_110	Cello
-_6_coqh6Lg_90_100	Motorcycle
-_6q-vAxiIY_29_39	Helicopter
-_8E5aDUqas_30_40	Speech,Cat
-_8fjPTviLo_30_40	Speech,Car
-_9pg2ryrx4_30_40	Banjo
-_EXFasQQb8_10_20	Frying_(food)
-_G5KZvVCMI_30_40	Helicopter
-_GoRTFou-8_50_60	Speech,Singing
-_H9gJ6RKj4_30_40	Speech,Helicopter
-_JNLl_J-_A_13_23	Cat
-_Js8-slUhw_0_10	Speech,Singing
-_Mw9yaqu3c_30_40	Speech,Car
-_OktjRkoSk_110_120	Frying_(food)
-_QEsMNMSnw_30_40	Cat
-_RgQWbm61k_30_40	Cheering,Clapping
-_SoTW2-c70_9_19	Speech,Car
-_TAzzQB_6E_310_320	Blender
-_UM0h1qcBM_40_50	Blender
-_W4l5XED1c_30_40	Cheering
-_ZiI1VzATI_30_40	Speech,Car
-_doikqlNSY_30_40	Cat
-_fHZGICBjw_30_40	Chicken_rooster
-_iFkUjP1Og_30_40	Speech,Dog
-_iSor95OE8_30_40	Chainsaw
-_mJl31MZtI_10_20	Dog,Car
-_oZ3h6QHYg_30_40	Speech,Car
-_sKTyUP2zs_20_30	Speech,Chicken_rooster
-_sjOcNkJns_20_30	Speech,Lawn_mower
-_uIhuei_ec_230_240	Speech,Car
-_wznbUu3DY_570_580	Speech,Helicopter
-_zSXLKUEIM_30_40	Accordion
-a-DSDbnkw8_30_40	Speech,Dog
-a0drwQsrso_310_320	Blender
-a3xXUyGVjc_30_40	Speech,Chainsaw
-a4CZ3CV8Vo_30_40	Speech,Car
-a9HMUYHpSo_70_80	Speech,Car
-a9KjdEsnho_0_10	Speech,Car
-a9xYse4q-Y_70_80	Fire_alarm
-aC8TJIZrtE_20_30	Chicken_rooster
-aE7fQbinYU_30_40	Speech,Dog
-aHF0scCGc4_470_480	Blender
-aI7ZmyXFrg_30_40	Speech,Car
-aIRRz4xFYY_30_40	Acoustic_guitar,Speech
-aJGDeE7mm0_9_19	Speech,Dog
-aJn-QqdA5I_30_40	Acoustic_guitar,Speech
-aKnc93qWFc_10_20	Banjo
-aMB5YLAxZo_20_30	Speech,Motorcycle
-aMHwbGIJzg_10_20	Chainsaw
-aNFaYqADFk_10_20	Speech,Car
-aNZKR87zuc_250_260	Speech,Car
-aPJKxBnd1E_190_200	Speech,Singing
-aQey87CoyE_190_200	Speech,Car
-aSDXtf3RLc_70_80	Motorcycle
-aSVywPn1f4_30_40	Speech,Cheering
-aVWxd6fwWo_30_40	Speech,Car
-aW6qFHrWgY_30_40	Chicken_rooster
-aWFoZaKswQ_0_10	Speech,Dog
-aWRHJgwCUY_340_350	Speech,Singing
-aXwK4z3srM_70_80	Speech,Chicken_rooster
-aYZTY5aNcw_30_40	Acoustic_guitar,Speech
-aaJ1sMDtmk_260_270	Speech,Dog
-ac1DBo8VzE_30_40	Lawn_mower
